Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/probe0_1,design_1_i/system_ila_0/inst/probe1_1,design_1_i/system_ila_0/inst/probe2_1,design_1_i/system_ila_0/inst/probe3_1[31:0],design_1_i/system_ila_0/inst/probe4_1[63:0],design_1_i/system_ila_0/inst/probe5_1[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,design_1_i/system_ila_0/inst/net_slot_3_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_3_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_3_axis_tlast,design_1_i/system_ila_0/inst/net_slot_4_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_4_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_4_axis_tlast,design_1_i/system_ila_0/inst/net_slot_5_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_5_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_5_axis_tready,design_1_i/system_ila_0/inst/net_slot_5_axis_tlast,design_1_i/system_ila_0/inst/net_slot_6_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_6_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_6_axis_tlast,design_1_i/system_ila_0/inst/net_slot_7_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_7_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_7_axis_tlast,design_1_i/system_ila_0/inst/net_slot_8_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_8_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_8_axis_tready,design_1_i/system_ila_0/inst/net_slot_8_axis_tlast,design_1_i/system_ila_0/inst/net_slot_9_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_9_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_9_axis_tlast,Interface_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],Interface_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],Interface_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],Interface_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],Interface_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],Interface_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],Interface_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],Interface_(i1:s7)_(iq_split_0_m_axis_i)[2:0],Interface_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s9)_(iq_split_0_m_axis_q)[2:0],T_Channel_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],T_Channel_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],T_Channel_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],T_Channel_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],T_Channel_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],T_Channel_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],T_Channel_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],T_Channel_(i1:s7)_(iq_split_0_m_axis_i)[2:0],T_Channel_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s9)_(iq_split_0_m_axis_q)[2:0]
1496,1496,0,0,0,0,00000004,01610096002a00fb,0030,f685,1,0,ffb70084,1,0,ff3e0161fe800096005b002a014b00fb,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c3000035c3000035c3000035c3,1,0,fe71,0,0,0,fe71,0,0,01610096002a00fb,1,0,40e80030,0,1,0,ff3efe80005b014b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1497,1497,0,0,0,0,00000004,00380080018201a5,0030,f535,1,0,ffec0063,1,0,fedb00380125008001100182fff601a5,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c3000035c3000035c3000035c3,1,0,fe71,0,0,0,fe71,0,0,00380080018201a5,1,0,40e80030,0,1,0,fedb01250110fff6,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1498,1498,0,0,0,0,00000004,00e5017801760101,0030,0423,1,0,0020007b,1,0,015700e500610178ffb70176fed60101,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c2000035c2000035c2000035c2,1,0,fe71,0,0,0,fe71,0,0,00e5017801760101,1,0,40e80030,0,1,0,01570061ffb7fed6,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1499,1499,0,0,0,0,00000004,01ac017d00a50029,0030,092a,1,0,0008009a,1,0,fffa01acff50017dfe7900a5003d0029,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c1000035c1000035c1000035c1,1,0,fe71,0,0,0,fe71,0,0,01ac017d00a50029,1,0,40e80030,0,1,0,fffaff50fe79003d,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1500,1500,0,0,0,0,00000004,012b003a00750170,0030,f307,1,0,ffc0007e,1,0,fee2012bfea9003a00f1007501340170,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c0000035c0000035c0000035c0,1,0,fe71,0,0,0,fe71,0,0,012b003a00750170,1,0,40e80030,0,1,0,fee2fea900f10134,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1501,1501,0,0,0,0,00000004,002100eb0182018c,0030,fb6c,1,0,fff60069,1,0,00180021017200eb00840182ffb3018c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035c0000035c0000035c0000035c0,1,0,fe71,0,0,0,fe71,0,0,002100eb0182018c,1,0,40e80030,0,1,0,001801720084ffb3,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1502,1502,0,0,0,0,00000004,0173019e017d00bf,0030,09cb,1,0,00380083,1,0,01550173000a019eff66017dfe7100bf,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035bf000035bf000035bf000035bf,1,0,fe71,0,0,0,fe71,0,0,0173019e017d00bf,1,0,40e80030,0,1,0,0155000aff66fe71,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1503,1503,0,0,0,0,00000004,01b2013f00430065,0030,035c,1,0,ffe600a9,1,0,ffb901b2fef0013ffeb3004300dd0065,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035be000035be000035be000035be,1,0,fe71,0,0,0,fe71,0,0,01b2013f00430065,1,0,40e80030,0,1,0,ffb9fef0feb300dd,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1504,1504,0,0,0,0,00000004,00ca001c00cf016b,0030,ee5c,1,0,ffc70073,1,0,fe8900caffcd001c016200cf0094016b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035bd000035bd000035bd000035bd,1,0,fe71,0,0,0,fe71,0,0,00ca001c00cf016b,1,0,40e80030,0,1,0,fe89ffcd01620094,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1505,1505,0,0,0,0,00000004,004d016e01a20160,0030,febb,1,0,00090064,1,0,00a7004d0171016e001c01a2ff870160,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035bc000035bc000035bc000035bc,1,0,fe71,0,0,0,fe71,0,0,004d016e01a20160,1,0,40e80030,0,1,0,00a70171001cff87,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1506,1506,0,0,0,0,00000004,017b019301490055,0030,0a3b,1,0,00370097,1,0,00ab017bffd30193feff0149fea80055,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035bc000035bc000035bc000035bc,1,0,fe71,0,0,0,fe71,0,0,017b019301490055,1,0,40e80030,0,1,0,00abffd3fefffea8,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1507,1507,0,0,0,0,00000004,018300e1002500c5,0030,fc8b,1,0,ffc40095,1,0,ff8d0183fe8000e1ffaa0025018000c5,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035bb000035bb000035bb000035bb,1,0,fe71,0,0,0,fe71,0,0,018300e1002500c5,1,0,40e80030,0,1,0,ff8dfe80ffaa0180,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1508,1508,0,0,0,0,00000004,0070003d016801c4,0030,f3ae,1,0,ffe60069,1,0,fe8d0070008c003d018a0168003501c4,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ba000035ba000035ba000035ba,1,0,fe71,0,0,0,fe71,0,0,0070003d016801c4,1,0,40e80030,0,1,0,fe8d008c018a0035,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1509,1509,0,0,0,0,00000004,00a4015d018c0147,0030,0344,1,0,001b007b,1,0,016200a400b5015dffe2018cff1a0147,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b9000035b9000035b9000035b9,1,0,fe71,0,0,0,fe71,0,0,00a4015d018c0147,1,0,40e80030,0,1,0,016200b5ffe2ff1a,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1510,1510,0,0,0,0,00000004,01a7017a00e2002b,0030,0c20,1,0,0022009a,1,0,003a01a7ffa8017afe9e00e2ff76002b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b8000035b8000035b8000035b8,1,0,fe71,0,0,0,fe71,0,0,01a7017a00e2002b,1,0,40e80030,0,1,0,003affa8fe9eff76,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1511,1511,0,0,0,0,00000004,0161007c00360149,0030,f6bc,1,0,ffbe0085,1,0,ff280161fe83007c004d0036019c0149,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b7000035b7000035b7000035b7,1,0,fe71,0,0,0,fe71,0,0,0161007c00360149,1,0,40e80030,0,1,0,ff28fe83004d019c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1512,1512,0,0,0,0,00000004,002f009801680194,0030,f524,1,0,fff2006b,1,0,ff47002f0160009800d80168ffed0194,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b7000035b7000035b7000035b7,1,0,fe71,0,0,0,fe71,0,0,002f009801680194,1,0,40e80030,0,1,0,ff47016000d8ffed,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1513,1513,0,0,0,0,00000004,013c01aa018e0101,0030,06bb,1,0,002d0078,1,0,01a9013c005601aaffab018efea50101,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b6000035b6000035b6000035b6,1,0,fe71,0,0,0,fe71,0,0,013c01aa018e0101,1,0,40e80030,0,1,0,01a90056ffabfea5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1514,1514,0,0,0,0,00000004,018d01500086002c,0030,08aa,1,0,000900ae,1,0,fff2018dff530150fe8a0086001e002c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b5000035b5000035b5000035b5,1,0,fe71,0,0,0,fe71,0,0,018d01500086002c,1,0,40e80030,0,1,0,fff2ff53fe8a001e,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1515,1515,0,0,0,0,00000004,011a00320085015d,0030,efd5,1,0,ffbd0071,1,0,feb3011aff260032013c008500f8015d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b4000035b4000035b4000035b4,1,0,fe71,0,0,0,fe71,0,0,011a00320085015d,1,0,40e80030,0,1,0,feb3ff26013c00f8,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1516,1516,0,0,0,0,00000004,0025011601be0193,0030,f99c,1,0,00010065,1,0,ffd00025019e0116007401beffb70193,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b3000035b3000035b3000035b3,1,0,fe71,0,0,0,fe71,0,0,0025011601be0193,1,0,40e80030,0,1,0,ffd0019e0074ffb7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1517,1517,0,0,0,0,00000004,0140018d0166009d,0030,082a,1,0,00330091,1,0,010e0140fff8018dff630166fe7a009d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b3000035b3000035b3000035b3,1,0,fe71,0,0,0,fe71,0,0,0140018d0166009d,1,0,40e80030,0,1,0,010efff8ff63fe7a,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1518,1518,0,0,0,0,00000004,01a001340035007d,0030,01a5,1,0,ffdc009a,1,0,ffb501a0fece0134feea0035011f007d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b2000035b2000035b2000035b2,1,0,fe71,0,0,0,fe71,0,0,01a001340035007d,1,0,40e80030,0,1,0,ffb5fecefeea011f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1519,1519,0,0,0,0,00000004,00b3001f010701aa,0030,f0fc,1,0,ffd10070,1,0,fe8700b3ffc6001f019e0107009001aa,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b1000035b1000035b1000035b1,1,0,fe71,0,0,0,fe71,0,0,00b3001f010701aa,1,0,40e80030,0,1,0,fe87ffc6019e0090,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1520,1520,0,0,0,0,00000004,0063014a01ac0187,0030,fcfb,1,0,000f0070,1,0,010400630127014a001201acff5f0187,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035b0000035b0000035b0000035b0,1,0,fe71,0,0,0,fe71,0,0,0063014a01ac0187,1,0,40e80030,0,1,0,010401270012ff5f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1521,1521,0,0,0,0,00000004,0193016f01440047,0030,0cf8,1,0,0033009c,1,0,00a20193ffcd016ffedb0144fedb0047,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035af000035af000035af000035af,1,0,fe71,0,0,0,fe71,0,0,0193016f01440047,1,0,40e80030,0,1,0,00a2ffcdfedbfedb,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1522,1522,0,0,0,0,00000004,018500d2001a00eb,0030,fb1b,1,0,ffc40091,1,0,ff700185fe8300d2ff8b001a018e00eb,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ae000035ae000035ae000035ae,1,0,fe71,0,0,0,fe71,0,0,018500d2001a00eb,1,0,40e80030,0,1,0,ff70fe83ff8b018e,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1523,1523,0,0,0,0,00000004,005b0055012f019c,0030,f146,1,0,ffe1006b,1,0,febe005b00f80055012a012f0024019c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ad000035ad000035ad000035ad,1,0,fe71,0,0,0,fe71,0,0,005b0055012f019c,1,0,40e80030,0,1,0,febe00f8012a0024,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1524,1524,0,0,0,0,00000004,00cb01c0019c0142,0030,02e4,1,0,0020006f,1,0,017c00cb00d201c0ffd5019cfefa0142,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ad000035ad000035ad000035ad,1,0,fe71,0,0,0,fe71,0,0,00cb01c0019c0142,1,0,40e80030,0,1,0,017c00d2ffd5fefa,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1525,1525,0,0,0,0,00000004,0191016700d60020,0030,0b30,1,0,002300ad,1,0,00310191ff930167fe9f00d6ff4b0020,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ac000035ac000035ac000035ac,1,0,fe71,0,0,0,fe71,0,0,0191016700d60020,1,0,40e80030,0,1,0,0031ff93fe9fff4b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1526,1526,0,0,0,0,00000004,0140006c0044011f,0030,f3c6,1,0,ffb5007d,1,0,ff1b0140feaa006c00c90044013c011f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035ab000035ab000035ab000035ab,1,0,fe71,0,0,0,fe71,0,0,0140006c0044011f,1,0,40e80030,0,1,0,ff1bfeaa00c9013c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1527,1527,0,0,0,0,00000004,001d00bf0197019a,0030,f844,1,0,fff90061,1,0,ff34001d017400bf00de0197ffe0019a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035aa000035aa000035aa000035aa,1,0,fe71,0,0,0,fe71,0,0,001d00bf0197019a,1,0,40e80030,0,1,0,ff34017400deffe0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1528,1528,0,0,0,0,00000004,01150185018f00f6,0030,06f3,1,0,002c0081,1,0,01480115004a0185ff88018ffeac00f6,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a9000035a9000035a9000035a9,1,0,fe71,0,0,0,fe71,0,0,01150185018f00f6,1,0,40e80030,0,1,0,0148004aff88feac,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1529,1529,0,0,0,0,00000004,01a20152007a0034,0030,0703,1,0,fff800a3,1,0,ffe501a2ff320152fe9d007a00990034,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a8000035a8000035a8000035a8,1,0,fe71,0,0,0,fe71,0,0,01a20152007a0034,1,0,40e80030,0,1,0,ffe5ff32fe9d0099,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1530,1530,0,0,0,0,00000004,0104001f00ac0180,0030,f13f,1,0,ffc90074,1,0,fec00104ff28001f015b00ac00f90180,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a8000035a8000035a8000035a8,1,0,fe71,0,0,0,fe71,0,0,0104001f00ac0180,1,0,40e80030,0,1,0,fec0ff28015b00f9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1531,1531,0,0,0,0,00000004,002b00f8017d0177,0030,fbdc,1,0,00070069,1,0,0045002b014e00f80056017dffa30177,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a7000035a7000035a7000035a7,1,0,fe71,0,0,0,fe71,0,0,002b00f8017d0177,1,0,40e80030,0,1,0,0045014e0056ffa3,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1532,1532,0,0,0,0,00000004,01a901b20167008d,0030,0b79,1,0,00310082,1,0,014301a9ffe801b2ff4a0167fe84008d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a6000035a6000035a6000035a6,1,0,fe71,0,0,0,fe71,0,0,01a901b20167008d,1,0,40e80030,0,1,0,0143ffe8ff4afe84,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1533,1533,0,0,0,0,00000004,017f011800260098,0030,01a5,1,0,ffdf00a9,1,0,ffa3017ffee00118fec5002601280098,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a5000035a5000035a5000035a5,1,0,fe71,0,0,0,fe71,0,0,017f011800260098,1,0,40e80030,0,1,0,ffa3fee0fec50128,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1534,1534,0,0,0,0,00000004,00a6002100f3018a,0030,eedd,1,0,ffce006a,1,0,fe8100a600310021015900f30079018a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a4000035a4000035a4000035a4,1,0,fe71,0,0,0,fe71,0,0,00a6002100f3018a,1,0,40e80030,0,1,0,fe81003101590079,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1535,1535,0,0,0,0,00000004,0079018301b2016f,0030,0045,1,0,00100068,1,0,00fe007901440183fffb01b2ff58016f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a4000035a4000035a4000035a4,1,0,fe71,0,0,0,fe71,0,0,0079018301b2016f,1,0,40e80030,0,1,0,00fe0144fffbff58,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1536,1536,0,0,0,0,00000004,0191018501240034,0030,0ada,1,0,003200a3,1,0,008a0191ffb60185feec0124fec40034,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a3000035a3000035a3000035a3,1,0,fe71,0,0,0,fe71,0,0,0191018501240034,1,0,40e80030,0,1,0,008affb6feecfec4,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1537,1537,0,0,0,0,00000004,017300b1002400de,0030,f8a5,1,0,ffbe008d,1,0,ff720173fe8300b100040024016700de,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a2000035a2000035a2000035a2,1,0,fe71,0,0,0,fe71,0,0,017300b1002400de,1,0,40e80030,0,1,0,ff72fe8300040167,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1538,1538,0,0,0,0,00000004,00540068017101a4,0030,f346,1,0,ffec0064,1,0,fe90005400f0006801570171000801a4,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a1000035a1000035a1000035a1,1,0,fe71,0,0,0,fe71,0,0,00540068017101a4,1,0,411000c0,1,1,0,fe9000f001570008,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","Stream Beat","Stream Beat"
1539,1539,0,0,0,0,00000004,00bf018c01a3012d,00c0,0443,1,0,001b007a,1,0,016300bf0096018cffca01a3fef5012d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,000035a0000035a0000035a0000035a0,1,0,fe71,0,0,0,fe71,0,0,00bf018c01a3012d,1,0,411000c0,0,1,0,01630096ffcafef5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
