Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/probe0_1,design_1_i/system_ila_0/inst/probe1_1,design_1_i/system_ila_0/inst/probe2_1,design_1_i/system_ila_0/inst/probe3_1[31:0],design_1_i/system_ila_0/inst/probe4_1[63:0],design_1_i/system_ila_0/inst/probe5_1[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,design_1_i/system_ila_0/inst/net_slot_3_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_3_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_3_axis_tlast,design_1_i/system_ila_0/inst/net_slot_4_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_4_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_4_axis_tlast,design_1_i/system_ila_0/inst/net_slot_5_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_5_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_5_axis_tready,design_1_i/system_ila_0/inst/net_slot_5_axis_tlast,design_1_i/system_ila_0/inst/net_slot_6_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_6_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_6_axis_tlast,design_1_i/system_ila_0/inst/net_slot_7_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_7_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_7_axis_tlast,design_1_i/system_ila_0/inst/net_slot_8_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_8_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_8_axis_tready,design_1_i/system_ila_0/inst/net_slot_8_axis_tlast,design_1_i/system_ila_0/inst/net_slot_9_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_9_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_9_axis_tlast,Interface_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],Interface_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],Interface_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],Interface_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],Interface_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],Interface_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],Interface_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],Interface_(i1:s7)_(iq_split_0_m_axis_i)[2:0],Interface_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s9)_(iq_split_0_m_axis_q)[2:0],T_Channel_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],T_Channel_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],T_Channel_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],T_Channel_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],T_Channel_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],T_Channel_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],T_Channel_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],T_Channel_(i1:s7)_(iq_split_0_m_axis_i)[2:0],T_Channel_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s9)_(iq_split_0_m_axis_q)[2:0]
44,44,0,0,0,0,00000004,00b301a001960148,00a8,03c4,1,0,001a006b,1,0,016d00b300e401a0ffe20196ff1b0148,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003685000036850000368500003685,1,0,fe71,0,0,0,fe71,0,0,00b301a001960148,1,0,413000a8,0,1,0,016d00e4ffe2ff1b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
45,45,0,0,0,0,00000004,0187018d00f40029,00a8,0b79,1,0,002900a6,1,0,00410187ff97018dfea000f4ff130029,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003686000036860000368600003686,1,0,fe71,0,0,0,fe71,0,0,0187018d00f40029,1,0,413000a8,0,1,0,0041ff97fea0ff13,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
46,46,0,0,0,0,00000004,014b008200380114,00a8,f4fe,1,0,ffb10086,1,0,ff39014bfe8a00820093003801570114,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003686000036860000368600003686,1,0,fe71,0,0,0,fe71,0,0,014b008200380114,1,0,413000a8,0,1,0,ff39fe8a00930157,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
47,47,0,0,0,0,00000004,002900a7019d0190,00a8,f91c,1,0,fff50063,1,0,feff0029015f00a7010a019dffe90190,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003686000036860000368600003686,1,0,fe71,0,0,0,fe71,0,0,002900a7019d0190,1,0,413000a8,0,1,0,feff015f010affe9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
48,48,0,0,0,0,00000004,00fc017c018c0101,00a8,063b,1,0,002a007f,1,0,015700fc0055017cffa2018cfec00101,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003687000036870000368700003687,1,0,fe71,0,0,0,fe71,0,0,00fc017c018c0101,1,0,413000a8,0,1,0,01570055ffa2fec0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
49,49,0,0,0,0,00000004,01a00167008b002e,00a8,082b,1,0,000100a0,1,0,ffeb01a0ff4a0167fe8e008b005c002e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003687000036870000368700003687,1,0,fe71,0,0,0,fe71,0,0,01a00167008b002e,1,0,413000a8,0,1,0,ffebff4afe8e005c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
50,50,0,0,0,0,00000004,0126002a0094017e,00a8,f186,1,0,ffc30078,1,0,fecd0126fecb002a012900940126017e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003688000036880000368800003688,1,0,fe71,0,0,0,fe71,0,0,0126002a0094017e,1,0,413000a8,0,1,0,fecdfecb01290126,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
51,51,0,0,0,0,00000004,002200f401720190,00a8,fbdc,1,0,fffc006c,1,0,00260022016300f4006e0172ffa50190,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003688000036880000368800003688,1,0,fe71,0,0,0,fe71,0,0,002200f401720190,1,0,413000a8,0,1,0,00260163006effa5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
52,52,0,0,0,0,00000004,018601b1016d00a7,00a8,0a0b,1,0,00330083,1,0,01420186000201b1ff59016dfe8100a7,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003688000036880000368800003688,1,0,fe71,0,0,0,fe71,0,0,018601b1016d00a7,1,0,413000a8,0,1,0,01420002ff59fe81,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
53,53,0,0,0,0,00000004,01a40134003e006f,00a8,037b,1,0,ffe300a9,1,0,ffb401a4fed70134febf003e00fc006f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003689000036890000368900003689,1,0,fe71,0,0,0,fe71,0,0,01a40134003e006f,1,0,413000a8,0,1,0,ffb4fed7febf00fc,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
54,54,0,0,0,0,00000004,00b6001e00d7018e,00a8,eeac,1,0,ffc80070,1,0,fe8b00b6000d001e015800d7008d018e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003689000036890000368900003689,1,0,fe71,0,0,0,fe71,0,0,00b6001e00d7018e,1,0,413000a8,0,1,0,fe8b000d0158008d,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
55,55,0,0,0,0,00000004,0065016a01b6016f,00a8,ff5a,1,0,000f0067,1,0,00d800650157016a000d01b6ff70016f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368a0000368a0000368a0000368a,1,0,fe71,0,0,0,fe71,0,0,0065016a01b6016f,1,0,413000a8,0,1,0,00d80157000dff70,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
56,56,0,0,0,0,00000004,0176018801390047,00a8,0b01,1,0,0035009e,1,0,00910176ffca0188fef60139fea90047,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368a0000368a0000368a0000368a,1,0,fe71,0,0,0,fe71,0,0,0176018801390047,1,0,413000a8,0,1,0,0091ffcafef6fea9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
57,57,0,0,0,0,00000004,017900be002b00d0,00a8,fafb,1,0,ffbf008f,1,0,ff8a0179fe8900beffd4002b018300d0,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368a0000368a0000368a0000368a,1,0,fe71,0,0,0,fe71,0,0,017900be002b00d0,1,0,413000a8,0,1,0,ff8afe89ffd40183,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
58,58,0,0,0,0,00000004,005a004e016b01ad,00a8,f3b7,1,0,ffed0066,1,0,fea6005a00b0004e0176016b001b01ad,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368b0000368b0000368b0000368b,1,0,fe71,0,0,0,fe71,0,0,005a004e016b01ad,1,0,413000a8,0,1,0,fea600b00176001b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
59,59,0,0,0,0,00000004,00b6016501970141,00a8,0094,1,0,001c0078,1,0,017600b6009e0165ffda0197ff050141,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368b0000368b0000368b0000368b,1,0,fe71,0,0,0,fe71,0,0,00b6016501970141,1,0,413000a8,0,1,0,0176009effdaff05,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
60,60,0,0,0,0,00000004,0195017900d6002b,00a8,0bf1,1,0,001e009e,1,0,00290195ff9b0179fe8e00d6ffa0002b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368b0000368b0000368b0000368b,1,0,fe71,0,0,0,fe71,0,0,0195017900d6002b,1,0,413000a8,0,1,0,0029ff9bfe8effa0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
61,61,0,0,0,0,00000004,0157006e00430153,00a8,f5a4,1,0,ffbe0081,1,0,ff170157fe8c006e0094004301820153,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368c0000368c0000368c0000368c,1,0,fe71,0,0,0,fe71,0,0,0157006e00430153,1,0,413000a8,0,1,0,ff17fe8c00940182,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
62,62,0,0,0,0,00000004,002700ac01580188,00a8,f555,1,0,fff7006b,1,0,ff650027016c00ac00bb0158ffe10188,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368c0000368c0000368c0000368c,1,0,fe71,0,0,0,fe71,0,0,002700ac01580188,1,0,413000a8,0,1,0,ff65016c00bbffe1,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
63,63,0,0,0,0,00000004,0149019b017000ef,00a8,07a3,1,0,002d0076,1,0,019701490042019bffa70170fe9f00ef,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368d0000368d0000368d0000368d,1,0,fe71,0,0,0,fe71,0,0,0149019b017000ef,1,0,40d80040,1,1,0,01970042ffa7fe9f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","Active","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","Stream Beat","Stream Beat"
64,64,0,0,0,0,00000004,0185016200860030,0040,07bb,1,0,000300a8,1,0,fff20185ff260162fe81008600550030,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368d0000368d0000368d0000368d,1,0,fe71,0,0,0,fe71,0,0,0185016200860030,1,0,40d80040,0,1,0,fff2ff26fe810055,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
65,65,0,0,0,0,00000004,010700320084016b,0040,eef5,1,0,ffbd0073,1,0,fea10107ff430032013f008400db016b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368d0000368d0000368d0000368d,1,0,fe71,0,0,0,fe71,0,0,010700320084016b,1,0,40d80040,0,1,0,fea1ff43013f00db,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
66,66,0,0,0,0,00000004,0023011701be0172,0040,fc7c,1,0,ffff0065,1,0,000c0023017e0117006101beffb70172,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,0023011701be0172,1,0,40d80040,0,1,0,000c017e0061ffb7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
67,67,0,0,0,0,00000004,016501880181009a,0040,0a3b,1,0,0034008d,1,0,00fb0165fffd0188ff2e0181fe7b009a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,016501880181009a,1,0,40d80040,0,1,0,00fbfffdff2efe7b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
68,68,0,0,0,0,00000004,018601070039007d,0040,0034,1,0,ffd400a1,1,0,ffbf0186fec90107ff1700390138007d,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,018601070039007d,1,0,40d80040,0,1,0,ffbffec9ff170138,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
69,69,0,0,0,0,00000004,00aa0025010c01ab,0040,f0fc,1,0,ffda0068,1,0,fe7100aaffce00250199010c006f01ab,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,00aa0025010c01ab,1,0,40d80040,0,1,0,fe71ffce0199006f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
70,70,0,0,0,0,00000004,0073015901a1015a,0040,feda,1,0,00080070,1,0,012f007301150159000601a1ff65015a,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,0073015901a1015a,1,0,40d80040,0,1,0,012f01150006ff65,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
71,71,0,0,0,0,00000004,017e01870135003e,0040,0be0,1,0,00350098,1,0,007e017effc60187fec40135ff01003e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368e0000368e0000368e0000368e,1,0,fe71,0,0,0,fe71,0,0,017e01870135003e,1,0,40d80040,0,1,0,007effc6fec4ff01,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
72,72,0,0,0,0,00000004,018200b7001d00fd,0040,fa93,1,0,ffc1008f,1,0,ff5f0182fe8f00b7ffad001d019800fd,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368d0000368d0000368d0000368d,1,0,fe71,0,0,0,fe71,0,0,018200b7001d00fd,1,0,40d80040,0,1,0,ff5ffe8fffad0198,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
73,73,0,0,0,0,00000004,0055005d01390183,0040,f126,1,0,ffe6006a,1,0,fec00055010a005d0116013900170183,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368c0000368c0000368c0000368c,1,0,fe71,0,0,0,fe71,0,0,0055005d01390183,1,0,40d80040,0,1,0,fec0010a01160017,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
74,74,0,0,0,0,00000004,00ef01a301970130,0040,04a3,1,0,001e006d,1,0,019400ef00af01a3ffca0197feee0130,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368c0000368c0000368c0000368c,1,0,fe71,0,0,0,fe71,0,0,00ef01a301970130,1,0,40d80040,0,1,0,019400afffcafeee,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
75,75,0,0,0,0,00000004,0186017200d10014,0040,0a5b,1,0,001f00ab,1,0,002c0186ff720172fe9c00d1ff950014,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368b0000368b0000368b0000368b,1,0,fe71,0,0,0,fe71,0,0,0186017200d10014,1,0,40d80040,0,1,0,002cff72fe9cff95,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
76,76,0,0,0,0,00000004,013a006000480137,0040,f256,1,0,ffb9007b,1,0,ff06013afebf006000e00048012e0137,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368a0000368a0000368a0000368a,1,0,fe71,0,0,0,fe71,0,0,013a006000480137,1,0,40d80040,0,1,0,ff06febf00e0012e,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
77,77,0,0,0,0,00000004,001b00cc019f0196,0040,fa1b,1,0,fffa0063,1,0,ff66001b017b00cc00c9019fffd70196,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000368a0000368a0000368a0000368a,1,0,fe71,0,0,0,fe71,0,0,001b00cc019f0196,1,0,40d80040,0,1,0,ff66017b00c9ffd7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
78,78,0,0,0,0,00000004,010e0191017e00cd,0040,0752,1,0,00300083,1,0,0121010e003f0191ff82017efec000cd,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003689000036890000368900003689,1,0,fe71,0,0,0,fe71,0,0,010e0191017e00cd,1,0,40d80040,0,1,0,0121003fff82fec0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
79,79,0,0,0,0,00000004,01820155007f0039,0040,0603,1,0,fff4009d,1,0,ffeb0182ff070155fe9a007f00d00039,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003688000036880000368800003688,1,0,fe71,0,0,0,fe71,0,0,01820155007f0039,1,0,40d80040,0,1,0,ffebff07fe9a00d0,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
80,80,0,0,0,0,00000004,00f8002800b401a6,0040,f0e4,1,0,ffcb0071,1,0,fe9e00f8ff1a0028017500b400e501a6,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003688000036880000368800003688,1,0,fe71,0,0,0,fe71,0,0,00f8002800b401a6,1,0,40d80040,0,1,0,fe9eff1a017500e5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
81,81,0,0,0,0,00000004,003e011601ac0194,0040,fd5a,1,0,0002006f,1,0,0098003e015f0116004b01acff960194,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003687000036870000368700003687,1,0,fe71,0,0,0,fe71,0,0,003e011601ac0194,1,0,40d80040,0,1,0,0098015f004bff96,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
82,82,0,0,0,0,00000004,0180019501360077,0040,0ba9,1,0,003b0092,1,0,01020180ffe20195ff520136fe950077,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003687000036870000368700003687,1,0,fe71,0,0,0,fe71,0,0,0180019501360077,1,0,40d80040,0,1,0,0102ffe2ff52fe95,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
83,83,0,0,0,0,00000004,019600f2002700a7,0040,0094,1,0,ffd90098,1,0,ff9e0196fed800f2feef0027015100a7,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003686000036860000368600003686,1,0,fe71,0,0,0,fe71,0,0,019600f2002700a7,1,0,40d80040,0,1,0,ff9efed8feef0151,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
84,84,0,0,0,0,00000004,0096002e010e018b,0040,ef25,1,0,ffd6006a,1,0,fe790096005b002e0171010e005b018b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003685000036850000368500003685,1,0,fe71,0,0,0,fe71,0,0,0096002e010e018b,1,0,40d80040,0,1,0,fe79005b0171005b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
85,85,0,0,0,0,00000004,008c019101a2015e,0040,ffbb,1,0,0014006b,1,0,0121008c01300191fff001a2ff4f015e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003685000036850000368500003685,1,0,fe71,0,0,0,fe71,0,0,008c019101a2015e,1,0,40d80040,0,1,0,01210130fff0ff4f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
86,86,0,0,0,0,00000004,0179019001170030,0040,0b50,1,0,003200a3,1,0,00750179ffa50190fedd0117feba0030,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003684000036840000368400003684,1,0,fe71,0,0,0,fe71,0,0,0179019001170030,1,0,40d80040,0,1,0,0075ffa5feddfeba,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
87,87,0,0,0,0,00000004,014700a5002000fa,0040,f775,1,0,ffb6008a,1,0,ff6c0147fe9100a500440020016600fa,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003683000036830000368300003683,1,0,fe71,0,0,0,fe71,0,0,014700a5002000fa,1,0,40d80040,0,1,0,ff6cfe9100440166,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
88,88,0,0,0,0,00000004,004600690176019f,0040,f4ce,1,0,fff40060,1,0,fea4004600f00069013601760004019f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003683000036830000368300003683,1,0,fe71,0,0,0,fe71,0,0,004600690176019f,1,0,40d80040,0,1,0,fea400f001360004,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
